split,label,image_path
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\912931.jpg
train,cheese_plate,Data-Pipeline\data\raw\food-101\images\cheese_plate\393447.jpg
train,samosa,Data-Pipeline\data\raw\food-101\images\samosa\2849575.jpg
train,macarons,Data-Pipeline\data\raw\food-101\images\macarons\3258661.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\2638125.jpg
train,beignets,Data-Pipeline\data\raw\food-101\images\beignets\456649.jpg
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\1629614.jpg
train,omelette,Data-Pipeline\data\raw\food-101\images\omelette\3770588.jpg
train,spaghetti_carbonara,Data-Pipeline\data\raw\food-101\images\spaghetti_carbonara\2970701.jpg
train,guacamole,Data-Pipeline\data\raw\food-101\images\guacamole\1210817.jpg
train,hummus,Data-Pipeline\data\raw\food-101\images\hummus\3090716.jpg
train,french_fries,Data-Pipeline\data\raw\food-101\images\french_fries\3405511.jpg
train,spaghetti_bolognese,Data-Pipeline\data\raw\food-101\images\spaghetti_bolognese\305086.jpg
train,gnocchi,Data-Pipeline\data\raw\food-101\images\gnocchi\3607108.jpg
train,onion_rings,Data-Pipeline\data\raw\food-101\images\onion_rings\297302.jpg
train,chicken_curry,Data-Pipeline\data\raw\food-101\images\chicken_curry\2049524.jpg
train,baklava,Data-Pipeline\data\raw\food-101\images\baklava\2461257.jpg
train,poutine,Data-Pipeline\data\raw\food-101\images\poutine\1115697.jpg
train,donuts,Data-Pipeline\data\raw\food-101\images\donuts\470232.jpg
train,gyoza,Data-Pipeline\data\raw\food-101\images\gyoza\2866629.jpg
train,nachos,Data-Pipeline\data\raw\food-101\images\nachos\614455.jpg
train,guacamole,Data-Pipeline\data\raw\food-101\images\guacamole\915119.jpg
train,oysters,Data-Pipeline\data\raw\food-101\images\oysters\2575675.jpg
train,pizza,Data-Pipeline\data\raw\food-101\images\pizza\1243215.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\392265.jpg
train,risotto,Data-Pipeline\data\raw\food-101\images\risotto\3328022.jpg
train,breakfast_burrito,Data-Pipeline\data\raw\food-101\images\breakfast_burrito\737182.jpg
train,beef_tartare,Data-Pipeline\data\raw\food-101\images\beef_tartare\50319.jpg
train,sashimi,Data-Pipeline\data\raw\food-101\images\sashimi\2256271.jpg
train,scallops,Data-Pipeline\data\raw\food-101\images\scallops\2203842.jpg
train,hummus,Data-Pipeline\data\raw\food-101\images\hummus\2039377.jpg
train,fried_rice,Data-Pipeline\data\raw\food-101\images\fried_rice\2461057.jpg
train,cheese_plate,Data-Pipeline\data\raw\food-101\images\cheese_plate\3112650.jpg
train,poutine,Data-Pipeline\data\raw\food-101\images\poutine\2538593.jpg
train,club_sandwich,Data-Pipeline\data\raw\food-101\images\club_sandwich\2182943.jpg
train,poutine,Data-Pipeline\data\raw\food-101\images\poutine\3076027.jpg
train,risotto,Data-Pipeline\data\raw\food-101\images\risotto\399499.jpg
train,ramen,Data-Pipeline\data\raw\food-101\images\ramen\2217343.jpg
train,ramen,Data-Pipeline\data\raw\food-101\images\ramen\3520891.jpg
train,beef_carpaccio,Data-Pipeline\data\raw\food-101\images\beef_carpaccio\1900922.jpg
train,club_sandwich,Data-Pipeline\data\raw\food-101\images\club_sandwich\3089776.jpg
train,baklava,Data-Pipeline\data\raw\food-101\images\baklava\873848.jpg
train,chicken_quesadilla,Data-Pipeline\data\raw\food-101\images\chicken_quesadilla\1808233.jpg
train,poutine,Data-Pipeline\data\raw\food-101\images\poutine\310247.jpg
train,strawberry_shortcake,Data-Pipeline\data\raw\food-101\images\strawberry_shortcake\1634914.jpg
train,caprese_salad,Data-Pipeline\data\raw\food-101\images\caprese_salad\625879.jpg
train,fried_calamari,Data-Pipeline\data\raw\food-101\images\fried_calamari\1376004.jpg
train,guacamole,Data-Pipeline\data\raw\food-101\images\guacamole\1993741.jpg
train,risotto,Data-Pipeline\data\raw\food-101\images\risotto\493793.jpg
train,gnocchi,Data-Pipeline\data\raw\food-101\images\gnocchi\1076115.jpg
train,spring_rolls,Data-Pipeline\data\raw\food-101\images\spring_rolls\1679135.jpg
train,oysters,Data-Pipeline\data\raw\food-101\images\oysters\453149.jpg
train,mussels,Data-Pipeline\data\raw\food-101\images\mussels\1735471.jpg
train,gyoza,Data-Pipeline\data\raw\food-101\images\gyoza\2732953.jpg
train,lobster_bisque,Data-Pipeline\data\raw\food-101\images\lobster_bisque\3047083.jpg
train,clam_chowder,Data-Pipeline\data\raw\food-101\images\clam_chowder\771369.jpg
train,escargots,Data-Pipeline\data\raw\food-101\images\escargots\3221300.jpg
train,caprese_salad,Data-Pipeline\data\raw\food-101\images\caprese_salad\404869.jpg
train,clam_chowder,Data-Pipeline\data\raw\food-101\images\clam_chowder\3109973.jpg
train,clam_chowder,Data-Pipeline\data\raw\food-101\images\clam_chowder\940736.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\750931.jpg
train,filet_mignon,Data-Pipeline\data\raw\food-101\images\filet_mignon\763022.jpg
train,lobster_roll_sandwich,Data-Pipeline\data\raw\food-101\images\lobster_roll_sandwich\2193997.jpg
train,falafel,Data-Pipeline\data\raw\food-101\images\falafel\1566554.jpg
train,donuts,Data-Pipeline\data\raw\food-101\images\donuts\3062506.jpg
train,lobster_bisque,Data-Pipeline\data\raw\food-101\images\lobster_bisque\3147095.jpg
train,fried_rice,Data-Pipeline\data\raw\food-101\images\fried_rice\3794699.jpg
train,cheese_plate,Data-Pipeline\data\raw\food-101\images\cheese_plate\1916606.jpg
train,beef_tartare,Data-Pipeline\data\raw\food-101\images\beef_tartare\2952764.jpg
train,nachos,Data-Pipeline\data\raw\food-101\images\nachos\983209.jpg
train,pork_chop,Data-Pipeline\data\raw\food-101\images\pork_chop\3606606.jpg
train,deviled_eggs,Data-Pipeline\data\raw\food-101\images\deviled_eggs\1576873.jpg
train,hamburger,Data-Pipeline\data\raw\food-101\images\hamburger\1583543.jpg
train,escargots,Data-Pipeline\data\raw\food-101\images\escargots\1037811.jpg
train,gyoza,Data-Pipeline\data\raw\food-101\images\gyoza\1299585.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\348394.jpg
train,beef_carpaccio,Data-Pipeline\data\raw\food-101\images\beef_carpaccio\662169.jpg
train,poutine,Data-Pipeline\data\raw\food-101\images\poutine\2568651.jpg
train,cannoli,Data-Pipeline\data\raw\food-101\images\cannoli\3719459.jpg
train,fish_and_chips,Data-Pipeline\data\raw\food-101\images\fish_and_chips\3691052.jpg
train,chicken_curry,Data-Pipeline\data\raw\food-101\images\chicken_curry\3307194.jpg
train,cannoli,Data-Pipeline\data\raw\food-101\images\cannoli\277201.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\2613183.jpg
train,prime_rib,Data-Pipeline\data\raw\food-101\images\prime_rib\2482835.jpg
train,club_sandwich,Data-Pipeline\data\raw\food-101\images\club_sandwich\1437550.jpg
train,chocolate_cake,Data-Pipeline\data\raw\food-101\images\chocolate_cake\3855842.jpg
train,caprese_salad,Data-Pipeline\data\raw\food-101\images\caprese_salad\3046836.jpg
train,scallops,Data-Pipeline\data\raw\food-101\images\scallops\782219.jpg
train,donuts,Data-Pipeline\data\raw\food-101\images\donuts\161541.jpg
train,filet_mignon,Data-Pipeline\data\raw\food-101\images\filet_mignon\2861098.jpg
train,oysters,Data-Pipeline\data\raw\food-101\images\oysters\89248.jpg
train,takoyaki,Data-Pipeline\data\raw\food-101\images\takoyaki\597587.jpg
train,strawberry_shortcake,Data-Pipeline\data\raw\food-101\images\strawberry_shortcake\1987317.jpg
train,lobster_roll_sandwich,Data-Pipeline\data\raw\food-101\images\lobster_roll_sandwich\1597735.jpg
train,eggs_benedict,Data-Pipeline\data\raw\food-101\images\eggs_benedict\535323.jpg
train,dumplings,Data-Pipeline\data\raw\food-101\images\dumplings\3412861.jpg
train,lobster_bisque,Data-Pipeline\data\raw\food-101\images\lobster_bisque\355682.jpg
train,ramen,Data-Pipeline\data\raw\food-101\images\ramen\3704912.jpg
train,bread_pudding,Data-Pipeline\data\raw\food-101\images\bread_pudding\3423973.jpg
train,gyoza,Data-Pipeline\data\raw\food-101\images\gyoza\2760416.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\2798084.jpg
train,tiramisu,Data-Pipeline\data\raw\food-101\images\tiramisu\925806.jpg
train,lobster_roll_sandwich,Data-Pipeline\data\raw\food-101\images\lobster_roll_sandwich\2477287.jpg
train,spring_rolls,Data-Pipeline\data\raw\food-101\images\spring_rolls\2991595.jpg
train,hamburger,Data-Pipeline\data\raw\food-101\images\hamburger\528494.jpg
train,french_toast,Data-Pipeline\data\raw\food-101\images\french_toast\199729.jpg
train,gnocchi,Data-Pipeline\data\raw\food-101\images\gnocchi\964447.jpg
train,pho,Data-Pipeline\data\raw\food-101\images\pho\3305432.jpg
train,peking_duck,Data-Pipeline\data\raw\food-101\images\peking_duck\2358963.jpg
train,samosa,Data-Pipeline\data\raw\food-101\images\samosa\101365.jpg
train,caesar_salad,Data-Pipeline\data\raw\food-101\images\caesar_salad\1892138.jpg
train,pancakes,Data-Pipeline\data\raw\food-101\images\pancakes\313335.jpg
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\3323032.jpg
train,breakfast_burrito,Data-Pipeline\data\raw\food-101\images\breakfast_burrito\2085632.jpg
train,baklava,Data-Pipeline\data\raw\food-101\images\baklava\995703.jpg
train,spring_rolls,Data-Pipeline\data\raw\food-101\images\spring_rolls\3066941.jpg
train,caesar_salad,Data-Pipeline\data\raw\food-101\images\caesar_salad\1777202.jpg
train,club_sandwich,Data-Pipeline\data\raw\food-101\images\club_sandwich\2844536.jpg
train,crab_cakes,Data-Pipeline\data\raw\food-101\images\crab_cakes\1200960.jpg
train,hamburger,Data-Pipeline\data\raw\food-101\images\hamburger\2562323.jpg
train,falafel,Data-Pipeline\data\raw\food-101\images\falafel\3562334.jpg
train,fish_and_chips,Data-Pipeline\data\raw\food-101\images\fish_and_chips\2269736.jpg
train,shrimp_and_grits,Data-Pipeline\data\raw\food-101\images\shrimp_and_grits\3446580.jpg
train,prime_rib,Data-Pipeline\data\raw\food-101\images\prime_rib\1695372.jpg
train,seaweed_salad,Data-Pipeline\data\raw\food-101\images\seaweed_salad\3752326.jpg
train,creme_brulee,Data-Pipeline\data\raw\food-101\images\creme_brulee\230005.jpg
train,ceviche,Data-Pipeline\data\raw\food-101\images\ceviche\2214821.jpg
train,tiramisu,Data-Pipeline\data\raw\food-101\images\tiramisu\1810102.jpg
train,ceviche,Data-Pipeline\data\raw\food-101\images\ceviche\25779.jpg
train,risotto,Data-Pipeline\data\raw\food-101\images\risotto\3909468.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\46500.jpg
train,crab_cakes,Data-Pipeline\data\raw\food-101\images\crab_cakes\814210.jpg
train,cheese_plate,Data-Pipeline\data\raw\food-101\images\cheese_plate\2211851.jpg
train,chocolate_mousse,Data-Pipeline\data\raw\food-101\images\chocolate_mousse\1861259.jpg
train,escargots,Data-Pipeline\data\raw\food-101\images\escargots\2176562.jpg
train,red_velvet_cake,Data-Pipeline\data\raw\food-101\images\red_velvet_cake\1295943.jpg
train,waffles,Data-Pipeline\data\raw\food-101\images\waffles\805673.jpg
train,french_toast,Data-Pipeline\data\raw\food-101\images\french_toast\978760.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\1891862.jpg
train,dumplings,Data-Pipeline\data\raw\food-101\images\dumplings\2693703.jpg
train,hummus,Data-Pipeline\data\raw\food-101\images\hummus\2233221.jpg
train,gyoza,Data-Pipeline\data\raw\food-101\images\gyoza\2791754.jpg
train,hamburger,Data-Pipeline\data\raw\food-101\images\hamburger\1535073.jpg
train,oysters,Data-Pipeline\data\raw\food-101\images\oysters\98313.jpg
train,greek_salad,Data-Pipeline\data\raw\food-101\images\greek_salad\1452915.jpg
train,apple_pie,Data-Pipeline\data\raw\food-101\images\apple_pie\359419.jpg
train,churros,Data-Pipeline\data\raw\food-101\images\churros\2972693.jpg
train,french_onion_soup,Data-Pipeline\data\raw\food-101\images\french_onion_soup\2057012.jpg
train,ramen,Data-Pipeline\data\raw\food-101\images\ramen\3810365.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\2003236.jpg
train,beet_salad,Data-Pipeline\data\raw\food-101\images\beet_salad\1024061.jpg
train,fried_calamari,Data-Pipeline\data\raw\food-101\images\fried_calamari\1045197.jpg
train,macaroni_and_cheese,Data-Pipeline\data\raw\food-101\images\macaroni_and_cheese\785014.jpg
train,tiramisu,Data-Pipeline\data\raw\food-101\images\tiramisu\1109901.jpg
train,tiramisu,Data-Pipeline\data\raw\food-101\images\tiramisu\3485625.jpg
train,sushi,Data-Pipeline\data\raw\food-101\images\sushi\3831883.jpg
train,nachos,Data-Pipeline\data\raw\food-101\images\nachos\2149450.jpg
train,beet_salad,Data-Pipeline\data\raw\food-101\images\beet_salad\923287.jpg
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\1932889.jpg
train,chicken_curry,Data-Pipeline\data\raw\food-101\images\chicken_curry\3104424.jpg
train,beignets,Data-Pipeline\data\raw\food-101\images\beignets\1275052.jpg
train,french_toast,Data-Pipeline\data\raw\food-101\images\french_toast\2143554.jpg
train,grilled_salmon,Data-Pipeline\data\raw\food-101\images\grilled_salmon\2311770.jpg
train,ramen,Data-Pipeline\data\raw\food-101\images\ramen\2889832.jpg
train,carrot_cake,Data-Pipeline\data\raw\food-101\images\carrot_cake\3067134.jpg
train,miso_soup,Data-Pipeline\data\raw\food-101\images\miso_soup\1806779.jpg
train,caesar_salad,Data-Pipeline\data\raw\food-101\images\caesar_salad\3456502.jpg
train,ice_cream,Data-Pipeline\data\raw\food-101\images\ice_cream\799161.jpg
train,creme_brulee,Data-Pipeline\data\raw\food-101\images\creme_brulee\2049356.jpg
train,ice_cream,Data-Pipeline\data\raw\food-101\images\ice_cream\2289445.jpg
train,pizza,Data-Pipeline\data\raw\food-101\images\pizza\1512514.jpg
train,prime_rib,Data-Pipeline\data\raw\food-101\images\prime_rib\1408388.jpg
train,waffles,Data-Pipeline\data\raw\food-101\images\waffles\584201.jpg
train,pizza,Data-Pipeline\data\raw\food-101\images\pizza\1423515.jpg
train,oysters,Data-Pipeline\data\raw\food-101\images\oysters\3158969.jpg
train,caprese_salad,Data-Pipeline\data\raw\food-101\images\caprese_salad\3775987.jpg
train,mussels,Data-Pipeline\data\raw\food-101\images\mussels\1747107.jpg
train,lasagna,Data-Pipeline\data\raw\food-101\images\lasagna\2963463.jpg
train,pad_thai,Data-Pipeline\data\raw\food-101\images\pad_thai\1266967.jpg
train,huevos_rancheros,Data-Pipeline\data\raw\food-101\images\huevos_rancheros\1510948.jpg
train,donuts,Data-Pipeline\data\raw\food-101\images\donuts\1553769.jpg
train,bruschetta,Data-Pipeline\data\raw\food-101\images\bruschetta\3807020.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\3552618.jpg
train,samosa,Data-Pipeline\data\raw\food-101\images\samosa\3047111.jpg
train,deviled_eggs,Data-Pipeline\data\raw\food-101\images\deviled_eggs\783016.jpg
train,beignets,Data-Pipeline\data\raw\food-101\images\beignets\2591457.jpg
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\2598526.jpg
train,hot_dog,Data-Pipeline\data\raw\food-101\images\hot_dog\2232908.jpg
train,chocolate_mousse,Data-Pipeline\data\raw\food-101\images\chocolate_mousse\839079.jpg
train,huevos_rancheros,Data-Pipeline\data\raw\food-101\images\huevos_rancheros\130306.jpg
train,chocolate_cake,Data-Pipeline\data\raw\food-101\images\chocolate_cake\1447957.jpg
train,croque_madame,Data-Pipeline\data\raw\food-101\images\croque_madame\1498787.jpg
train,crab_cakes,Data-Pipeline\data\raw\food-101\images\crab_cakes\918052.jpg
train,grilled_salmon,Data-Pipeline\data\raw\food-101\images\grilled_salmon\3418089.jpg
train,hummus,Data-Pipeline\data\raw\food-101\images\hummus\2982039.jpg
train,gnocchi,Data-Pipeline\data\raw\food-101\images\gnocchi\1393831.jpg
train,waffles,Data-Pipeline\data\raw\food-101\images\waffles\2542624.jpg
train,pizza,Data-Pipeline\data\raw\food-101\images\pizza\1895479.jpg
train,sashimi,Data-Pipeline\data\raw\food-101\images\sashimi\557481.jpg
train,oysters,Data-Pipeline\data\raw\food-101\images\oysters\3697480.jpg
train,creme_brulee,Data-Pipeline\data\raw\food-101\images\creme_brulee\2083918.jpg
train,guacamole,Data-Pipeline\data\raw\food-101\images\guacamole\3323996.jpg
train,filet_mignon,Data-Pipeline\data\raw\food-101\images\filet_mignon\325311.jpg
train,gnocchi,Data-Pipeline\data\raw\food-101\images\gnocchi\1601490.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\2207281.jpg
train,deviled_eggs,Data-Pipeline\data\raw\food-101\images\deviled_eggs\1235123.jpg
train,pancakes,Data-Pipeline\data\raw\food-101\images\pancakes\3492531.jpg
train,tacos,Data-Pipeline\data\raw\food-101\images\tacos\3378114.jpg
train,hot_dog,Data-Pipeline\data\raw\food-101\images\hot_dog\2487502.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\2811870.jpg
train,ice_cream,Data-Pipeline\data\raw\food-101\images\ice_cream\3844709.jpg
train,beef_carpaccio,Data-Pipeline\data\raw\food-101\images\beef_carpaccio\3550401.jpg
train,cannoli,Data-Pipeline\data\raw\food-101\images\cannoli\2803929.jpg
train,fried_calamari,Data-Pipeline\data\raw\food-101\images\fried_calamari\1413010.jpg
train,baby_back_ribs,Data-Pipeline\data\raw\food-101\images\baby_back_ribs\622552.jpg
train,beef_tartare,Data-Pipeline\data\raw\food-101\images\beef_tartare\3592886.jpg
train,tacos,Data-Pipeline\data\raw\food-101\images\tacos\2631239.jpg
train,french_toast,Data-Pipeline\data\raw\food-101\images\french_toast\3850452.jpg
train,waffles,Data-Pipeline\data\raw\food-101\images\waffles\3620548.jpg
train,breakfast_burrito,Data-Pipeline\data\raw\food-101\images\breakfast_burrito\1282390.jpg
train,pancakes,Data-Pipeline\data\raw\food-101\images\pancakes\2971425.jpg
train,bruschetta,Data-Pipeline\data\raw\food-101\images\bruschetta\62067.jpg
train,beef_carpaccio,Data-Pipeline\data\raw\food-101\images\beef_carpaccio\555921.jpg
train,macarons,Data-Pipeline\data\raw\food-101\images\macarons\749708.jpg
train,baby_back_ribs,Data-Pipeline\data\raw\food-101\images\baby_back_ribs\2536041.jpg
train,pork_chop,Data-Pipeline\data\raw\food-101\images\pork_chop\92752.jpg
train,beet_salad,Data-Pipeline\data\raw\food-101\images\beet_salad\3611628.jpg
train,creme_brulee,Data-Pipeline\data\raw\food-101\images\creme_brulee\2327827.jpg
train,bruschetta,Data-Pipeline\data\raw\food-101\images\bruschetta\2098793.jpg
train,filet_mignon,Data-Pipeline\data\raw\food-101\images\filet_mignon\2744666.jpg
train,french_onion_soup,Data-Pipeline\data\raw\food-101\images\french_onion_soup\3665540.jpg
train,tuna_tartare,Data-Pipeline\data\raw\food-101\images\tuna_tartare\529118.jpg
train,greek_salad,Data-Pipeline\data\raw\food-101\images\greek_salad\1372949.jpg
train,pancakes,Data-Pipeline\data\raw\food-101\images\pancakes\582256.jpg
train,club_sandwich,Data-Pipeline\data\raw\food-101\images\club_sandwich\1209124.jpg
train,bruschetta,Data-Pipeline\data\raw\food-101\images\bruschetta\3878041.jpg
train,omelette,Data-Pipeline\data\raw\food-101\images\omelette\1007843.jpg
train,panna_cotta,Data-Pipeline\data\raw\food-101\images\panna_cotta\2233466.jpg
train,french_toast,Data-Pipeline\data\raw\food-101\images\french_toast\1619634.jpg
train,tacos,Data-Pipeline\data\raw\food-101\images\tacos\1682927.jpg
train,frozen_yogurt,Data-Pipeline\data\raw\food-101\images\frozen_yogurt\2189942.jpg
train,hamburger,Data-Pipeline\data\raw\food-101\images\hamburger\159304.jpg
train,scallops,Data-Pipeline\data\raw\food-101\images\scallops\3293354.jpg
train,club_sandwich,Data-Pipeline\data\raw\food-101\images\club_sandwich\2844684.jpg
train,baklava,Data-Pipeline\data\raw\food-101\images\baklava\814475.jpg
train,hamburger,Data-Pipeline\data\raw\food-101\images\hamburger\568518.jpg
train,lobster_bisque,Data-Pipeline\data\raw\food-101\images\lobster_bisque\3460622.jpg
train,hot_dog,Data-Pipeline\data\raw\food-101\images\hot_dog\3472343.jpg
train,baklava,Data-Pipeline\data\raw\food-101\images\baklava\671462.jpg
train,edamame,Data-Pipeline\data\raw\food-101\images\edamame\2068620.jpg
train,spaghetti_bolognese,Data-Pipeline\data\raw\food-101\images\spaghetti_bolognese\1415675.jpg
train,ice_cream,Data-Pipeline\data\raw\food-101\images\ice_cream\517105.jpg
train,macarons,Data-Pipeline\data\raw\food-101\images\macarons\3718701.jpg
train,french_fries,Data-Pipeline\data\raw\food-101\images\french_fries\2763839.jpg
train,takoyaki,Data-Pipeline\data\raw\food-101\images\takoyaki\423667.jpg
train,spaghetti_bolognese,Data-Pipeline\data\raw\food-101\images\spaghetti_bolognese\663808.jpg
train,pho,Data-Pipeline\data\raw\food-101\images\pho\2931384.jpg
train,strawberry_shortcake,Data-Pipeline\data\raw\food-101\images\strawberry_shortcake\1435881.jpg
train,fried_calamari,Data-Pipeline\data\raw\food-101\images\fried_calamari\1823702.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\290384.jpg
train,macaroni_and_cheese,Data-Pipeline\data\raw\food-101\images\macaroni_and_cheese\118609.jpg
train,prime_rib,Data-Pipeline\data\raw\food-101\images\prime_rib\1590565.jpg
train,seaweed_salad,Data-Pipeline\data\raw\food-101\images\seaweed_salad\2044503.jpg
train,gyoza,Data-Pipeline\data\raw\food-101\images\gyoza\241258.jpg
train,prime_rib,Data-Pipeline\data\raw\food-101\images\prime_rib\1693736.jpg
train,chicken_quesadilla,Data-Pipeline\data\raw\food-101\images\chicken_quesadilla\1432116.jpg
train,caesar_salad,Data-Pipeline\data\raw\food-101\images\caesar_salad\3234477.jpg
train,strawberry_shortcake,Data-Pipeline\data\raw\food-101\images\strawberry_shortcake\3729912.jpg
train,beignets,Data-Pipeline\data\raw\food-101\images\beignets\1344327.jpg
train,chicken_quesadilla,Data-Pipeline\data\raw\food-101\images\chicken_quesadilla\1298013.jpg
train,donuts,Data-Pipeline\data\raw\food-101\images\donuts\3228365.jpg
train,croque_madame,Data-Pipeline\data\raw\food-101\images\croque_madame\863071.jpg
train,ceviche,Data-Pipeline\data\raw\food-101\images\ceviche\2690763.jpg
train,hot_and_sour_soup,Data-Pipeline\data\raw\food-101\images\hot_and_sour_soup\1367312.jpg
train,pulled_pork_sandwich,Data-Pipeline\data\raw\food-101\images\pulled_pork_sandwich\3693652.jpg
train,huevos_rancheros,Data-Pipeline\data\raw\food-101\images\huevos_rancheros\1398284.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\307461.jpg
train,pad_thai,Data-Pipeline\data\raw\food-101\images\pad_thai\102781.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\793782.jpg
train,chicken_quesadilla,Data-Pipeline\data\raw\food-101\images\chicken_quesadilla\3233897.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\1489401.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\2898444.jpg
train,pulled_pork_sandwich,Data-Pipeline\data\raw\food-101\images\pulled_pork_sandwich\1782028.jpg
train,chocolate_mousse,Data-Pipeline\data\raw\food-101\images\chocolate_mousse\1910991.jpg
train,carrot_cake,Data-Pipeline\data\raw\food-101\images\carrot_cake\3508534.jpg
train,scallops,Data-Pipeline\data\raw\food-101\images\scallops\2591933.jpg
train,fried_calamari,Data-Pipeline\data\raw\food-101\images\fried_calamari\1613212.jpg
train,panna_cotta,Data-Pipeline\data\raw\food-101\images\panna_cotta\3383483.jpg
train,mussels,Data-Pipeline\data\raw\food-101\images\mussels\2191995.jpg
train,apple_pie,Data-Pipeline\data\raw\food-101\images\apple_pie\3501006.jpg
train,cannoli,Data-Pipeline\data\raw\food-101\images\cannoli\3873658.jpg
train,chicken_wings,Data-Pipeline\data\raw\food-101\images\chicken_wings\2943589.jpg
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\2771236.jpg
train,garlic_bread,Data-Pipeline\data\raw\food-101\images\garlic_bread\1524801.jpg
train,frozen_yogurt,Data-Pipeline\data\raw\food-101\images\frozen_yogurt\251221.jpg
train,pulled_pork_sandwich,Data-Pipeline\data\raw\food-101\images\pulled_pork_sandwich\1817714.jpg
train,lobster_roll_sandwich,Data-Pipeline\data\raw\food-101\images\lobster_roll_sandwich\1802892.jpg
train,macarons,Data-Pipeline\data\raw\food-101\images\macarons\624455.jpg
train,macarons,Data-Pipeline\data\raw\food-101\images\macarons\3226649.jpg
train,ice_cream,Data-Pipeline\data\raw\food-101\images\ice_cream\3917130.jpg
train,frozen_yogurt,Data-Pipeline\data\raw\food-101\images\frozen_yogurt\109512.jpg
train,eggs_benedict,Data-Pipeline\data\raw\food-101\images\eggs_benedict\1348537.jpg
train,escargots,Data-Pipeline\data\raw\food-101\images\escargots\2132550.jpg
train,deviled_eggs,Data-Pipeline\data\raw\food-101\images\deviled_eggs\2232948.jpg
train,grilled_salmon,Data-Pipeline\data\raw\food-101\images\grilled_salmon\2739146.jpg
train,filet_mignon,Data-Pipeline\data\raw\food-101\images\filet_mignon\42469.jpg
train,pulled_pork_sandwich,Data-Pipeline\data\raw\food-101\images\pulled_pork_sandwich\1505125.jpg
train,cannoli,Data-Pipeline\data\raw\food-101\images\cannoli\2312913.jpg
train,onion_rings,Data-Pipeline\data\raw\food-101\images\onion_rings\3586643.jpg
train,carrot_cake,Data-Pipeline\data\raw\food-101\images\carrot_cake\883087.jpg
train,breakfast_burrito,Data-Pipeline\data\raw\food-101\images\breakfast_burrito\1296989.jpg
train,ravioli,Data-Pipeline\data\raw\food-101\images\ravioli\3582973.jpg
train,hot_dog,Data-Pipeline\data\raw\food-101\images\hot_dog\869853.jpg
train,hummus,Data-Pipeline\data\raw\food-101\images\hummus\372422.jpg
train,croque_madame,Data-Pipeline\data\raw\food-101\images\croque_madame\3604826.jpg
train,huevos_rancheros,Data-Pipeline\data\raw\food-101\images\huevos_rancheros\507445.jpg
train,grilled_cheese_sandwich,Data-Pipeline\data\raw\food-101\images\grilled_cheese_sandwich\2820342.jpg
train,edamame,Data-Pipeline\data\raw\food-101\images\edamame\11883.jpg
train,cheesecake,Data-Pipeline\data\raw\food-101\images\cheesecake\1424299.jpg
train,edamame,Data-Pipeline\data\raw\food-101\images\edamame\3228776.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\829809.jpg
train,bread_pudding,Data-Pipeline\data\raw\food-101\images\bread_pudding\2188957.jpg
train,red_velvet_cake,Data-Pipeline\data\raw\food-101\images\red_velvet_cake\1648776.jpg
train,breakfast_burrito,Data-Pipeline\data\raw\food-101\images\breakfast_burrito\1069573.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\2863814.jpg
train,pho,Data-Pipeline\data\raw\food-101\images\pho\471586.jpg
train,cup_cakes,Data-Pipeline\data\raw\food-101\images\cup_cakes\2523136.jpg
train,chicken_wings,Data-Pipeline\data\raw\food-101\images\chicken_wings\3398807.jpg
